"","stream","monthN","rep","ArrheniusC","Temp","lnK"
"378","schultz",12,4,0.599581348603358,10.77163478,-4.51564891142824
"379","schultz",1,5,0.558642168603363,11.05639465,-4.4656782800695
"380","schultz",2,5,0.626423918603365,10.58523599,-4.43756446119863
"381","schultz",3,5,0.177118438603358,13.73787647,-4.23789290597602
"382","schultz",4,5,-0.237391121396641,16.70913889,-4.18502706227279
"383","schultz",6,5,-0.963515341396636,22.0651796,-4.02630318326063
"384","schultz",7,5,-0.954811441396636,21.99980603,-4.11954434640224
"385","schultz",8,5,-0.904065351396639,21.61923611,-4.01624433686944
"386","schultz",9,5,-0.724961521396636,20.28385714,-4.17056098945199
"387","schultz",10,5,-0.154549081396638,16.11040476,-4.32012892240463
"388","schultz",11,5,0.456404478603361,11.77002795,-4.45620989581559
"389","schultz",12,5,0.599581348603358,10.77163478,-4.47929482613253
"390","stamp",1,1,1.21360478860336,6.568132184,-4.53725988693795
"391","stamp",2,1,1.31672667860336,5.87435364,-4.50752709317905
"392","stamp",3,1,0.508855808603364,11.40346327,-4.43688704154381
"393","stamp",4,1,0.0264242286033607,14.811,-4.34032062780771
"394","stamp",5,1,-0.428194151396639,18.09762626,-4.35373302079522
"395","stamp",6,1,-0.785080551396639,20.73074713,-4.21076413781275
"396","stamp",7,1,-0.83199918139664,21.08045977,-4.04658058154174
"397","stamp",8,1,-0.839616511396642,21.13731481,-4.04906902426479
"398","stamp",9,1,-0.695045931396642,20.0619881,-4.22065547961725
"399","stamp",10,1,0.12711189860336,14.09309524,-4.356699296735
"400","stamp",11,1,0.818069348603359,9.2615,-4.34791982139914
"401","stamp",12,1,1.00691144860336,7.969153646,-4.68217672415919
"402","stamp",1,2,1.21360478860336,6.568132184,-4.65182750628693
